,stressor,Gene_set_Term,Genes
894,CM,GO_Biological_Process_2023_Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),CTSL;HLA-DRA;IFI30;HLA-DOB;CTSS;LGMN
895,CM,GO_Biological_Process_2023_Regulation Of Interferon-Alpha Production (GO:0032647),IFIH1;TBK1;RIPK2;STAT1;DHX36;IRF7
896,CM,GO_Biological_Process_2023_Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),CSF1;MDK;ILK;CIB1;RAC1;RSU1;JAK2;UTRN;CX3CL1;LIMS1
897,CM,GO_Biological_Process_2023_Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),CEACAM1;HLA-B;HLA-C;HLA-DRA;HLA-A;HLA-F;HLA-E
898,CM,GO_Biological_Process_2023_Regulation Of Erythrocyte Differentiation (GO:0045646),LYN;ZFP36;STAT1;STAT3;INHBA;HIF1A;ZFP36L1
899,CM,GO_Biological_Process_2023_Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),CHD8;UBE2D3;HNRNPU;ZBTB20;AKR1B1;ARID4B;BACH1;ETS2;ZFP36;KLF10;BATF3;ARID5A;ARID5B;PARP9;YWHAZ;ETV6;ETV7;ZEB1;IFI27;IRF2;IRF7;LCOR;IRF8;ATF3;CEBPB;SP100;DDX5;MAX;CREM;ASCL2;RELA;SDCBP;TBX21;MIER1;NRIP1;HES1;FNIP2;JUN;STAT1;PTCH1;STAT3;DAB2IP;ZBTB10;LARP7;NFKB1;BCL6;ID4;HDGF;MXD1
900,CM,GO_Biological_Process_2023_Regulation Of Angiogenesis (GO:0045765),CD40;SP100;BTG1;CXCL8;STAT1;SPHK1;DAB2IP;TNFAIP3;HIF1A;PML;RHOB;AMOT;CXCL10;CEACAM1;RRAS;PDCD10;ZC3H12A;NINJ1;GLUL
901,CM,GO_Biological_Process_2023_Defense Response To Gram-positive Bacterium (GO:0050830),GBP6;CHGA;GSDMD;GBP7;CASP4;TNFRSF14;HLA-A;GBP2;MR1;GBP4;HLA-E
902,CM,GO_Biological_Process_2023_Cellular Response To Mechanical Stimulus (GO:0071260),CD40;IRF1;TNFRSF10B;FAS;F11R;MAP3K14;NFKB1;TNFRSF1A
903,CM,GO_Biological_Process_2023_Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),CYLD;TBK1;SPHK1;SPPL2A;CASP4;OTULIN;TNFAIP3;PTPN2
904,CM,GO_Biological_Process_2023_Negative Regulation Of ERBB Signaling Pathway (GO:1901185),MVP;ITGA1;DAB2IP;PTPN2;LGMN
905,CM,GO_Biological_Process_2023_Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),PDIA3;HLA-DRA;TAPBPL;HLA-DOB;TAPBP
906,CM,GO_Biological_Process_2023_Positive Regulation Of Monocyte Chemotaxis (GO:0090026),CREB3;CXCL10;CCL5;MOSPD2;LGMN
907,CM,GO_Biological_Process_2023_Positive Regulation Of Neutrophil Chemotaxis (GO:0090023),CD74;CXCL8;MDK;MOSPD2;RAC1
908,CM,GO_Biological_Process_2023_Regulation Of RIG-I Signaling Pathway (GO:0039535),USP15;DHX58;DDX60;OASL;BIRC3
909,CM,GO_Biological_Process_2023_Modification-Dependent Protein Catabolic Process (GO:0019941),UBE2B;DTX3L;UBA6;UBE2D3;RNF19B;UBE2L6;ISG15;RBX1;HERC5;RNF144B;NUB1;RNF114;RNF213;UBB;RNF19A;UBD;TRIM25;HERC6
910,CM,GO_Biological_Process_2023_Positive Regulation Of Protein Modification Process (GO:0031401),LYN;EGR1;CD74;NTRK2;ANKLE2;CD40;CDKN1A;HSP90AA1;NNMT;LIMK2;SMARCA5;ILK;CIB1;TXN;CLIP3;PAK1;FAS;CAMTA1;RIPK1;RAC1
911,CM,GO_Biological_Process_2023_DNA Damage Response (GO:0006974),PPP1R15A;BTG2;CDKN1A;VCP;BCL2A1;CIB1;SAMHD1;BACH1;TANK;PAK1;ZC3H12A;RBBP8;FBXO6;FNIP2;IER3;MCL1;LYN;UVRAG;UBE2B;DTX3L;SMARCA5;INO80;PML;RBX1;FAM111A;NSMCE4A;BCL6;BCL3;IRF7
912,CM,GO_Biological_Process_2023_Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),LYN;CD74;CD40;IL15;RIPK2;PARP14;PARP9;TNFRSF1A;CCL5;UNC119;TNFRSF14;HES1;IL6ST;JAK2
913,CM,GO_Biological_Process_2023_Interleukin-4-Mediated Signaling Pathway (GO:0035771),STAT5A;STAT6;JAK1
914,CM,GO_Biological_Process_2023_Interleukin-5-Mediated Signaling Pathway (GO:0038043),LYN;STAT5A;JAK2
915,CM,GO_Biological_Process_2023_Protein Modification By Small Protein Conjugation Or Removal (GO:0070647),DESI1;UBA6;UBD
916,CM,GO_Biological_Process_2023_Toll-Like Receptor 9 Signaling Pathway (GO:0034162),TNIP2;UNC93B1;PIK3AP1
917,CM,GO_Biological_Process_2023_Positive Regulation Of Cellular Process (GO:0048522),CSF1;COX17;AKR1B1;CIB1;ACTB;CX3CL1;RELA;CXCL16;ZFP36L1;SDCBP;ZFP36;PAK1;SERTAD1;MDK;PDCD10;CCL5;NAMPT;DHX36;STX4;ITGAV;HES1;TIMP1;IER5;TRIM21;TGM2;LYN;NTRK2;TSC22D1;IL15;SLC30A2;SPHK1;TPM1;INO80;NCCRP1;BTC;TJP1;SUPV3L1;CD47;IL6ST;LGMN
918,CM,GO_Biological_Process_2023_Positive Regulation Of Lymphocyte Proliferation (GO:0050671),CD274;CD74;CD40;IL15;CD70;CCL5;CD38;JAK2;IL6ST;HLA-E
919,CM,GO_Biological_Process_2023_Negative Regulation Of Type I Interferon Production (GO:0032480),CYLD;GBP7;DHX58;REL;XAF1;RELB;RBX1
920,CM,GO_Biological_Process_2023_Central Nervous System Neuron Axonogenesis (GO:0021955),HSP90AA1;MYCBP2;B4GALT6;B4GALT5
921,CM,GO_Biological_Process_2023_Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423),RIPK2;OTULIN;TNFAIP3;RELA
922,CM,GO_Biological_Process_2023_Regulation Of T Cell Apoptotic Process (GO:0070232),CD274;LGALS3;PRELID1;IDO1
923,CM,GO_Biological_Process_2023_Regulation Of T-helper 17 Cell Differentiation (GO:2000319),TBX21;NFKBIZ;ZC3H12A;JUNB
924,CM,GO_Biological_Process_2023_Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334),NLRC5;PARP14;PARP9;PTPN2
925,CM,GO_Biological_Process_2023_Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),CTSL;HLA-DRA;IFI30;HLA-DOB;CTSS;LGMN
926,CM,GO_Biological_Process_2023_Establishment Of Endothelial Barrier (GO:0061028),RAP1B;RAP2C;TJP1;F11R;ICAM1;TJP2
927,CM,GO_Biological_Process_2023_Regulation Of T Cell Activation (GO:0050863),LGALS3;PRELID1;CCL5;TBX21;CCL2;HLA-DRA;CD47;B2M;HLA-DOB
928,CM,GO_Biological_Process_2023_Release Of Cytochrome C From Mitochondria (GO:0001836),BCL2A1;IFI6;SOD2;BBC3;MCL1
929,CM,GO_Biological_Process_2023_Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),USP15;RSAD2;DHX58;NINJ1;IFI35;DDX60;OASL
930,CM,GO_Biological_Process_2023_Regulation Of Protein Phosphorylation (GO:0001932),LYN;CD74;PPP1R15B;NTRK2;CD40;CDKN1A;HSP90AA1;STAT2;IGFBP3;LIMK2;DAB2IP;ILK;CIB1;CLIP3;PAK1;SOCS1;ZC3H12A;FAS;RIPK1;RAC1;PLPP3;FNIP2
931,CM,GO_Biological_Process_2023_Positive Regulation Of Angiogenesis (GO:0045766),CD40;BTG1;CXCL8;SPHK1;HIF1A;RHOB;TJP1;PKM;RRAS;MDK;ZC3H12A;NINJ1;JAK1
932,CM,GO_Biological_Process_2023_Positive Regulation Of Endopeptidase Activity (GO:0010950),LYN;PSENEN;PRELID1;STAT3;PSME1;PSME2
933,CM,GO_Biological_Process_2023_Regulation Of T Cell Proliferation (GO:0042129),LGALS3;CD274;CEBPB;SDC4;IL15;CD70;CCL5;JAK2;IL6ST;IDO1
934,CM,GO_Biological_Process_2023_T Cell Mediated Immunity (GO:0002456),CD70;CR1L;BTN3A3;BTN3A2;HLA-A
935,CM,GO_Biological_Process_2023_Negative Regulation Of Viral Life Cycle (GO:1903901),IFITM3;BST2;TRIM5;TRIM26;LY6E
936,CM,GO_Biological_Process_2023_Regulation Of Necroptotic Process (GO:0060544),CYLD;PELI1;RIPK1;CFLAR;BIRC3
937,CM,GO_Biological_Process_2023_Response To Fibroblast Growth Factor (GO:0071774),ZFP36;CXCL8;CCL5;IER2;ZFP36L1
938,CM,GO_Biological_Process_2023_Negative Regulation Of Protein Modification Process (GO:0031400),PPP1R15A;LYN;PPP1R15B;CDKN1A;YWHAB;IGFBP3;ZC3H12A;DAB2IP;CIB1;PLPP3
939,CM,GO_Biological_Process_2023_Positive Regulation Of Cell Migration (GO:0030335),CSF1;HSPA5;SPHK1;TRADD;STAT3;DAB2IP;MIA3;CIB1;SOD2;HIF1A;CXCL16;TJP1;SDCBP;PAK1;PDCD10;GLIPR2;MDK;CCL5;NUMB;STX4;PFN1;S100A11
940,CM,"GO_Biological_Process_2023_Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",DDX5;RBMXL1;HNRNPK;RBM8A;WTAP;NCL;HNRNPU;LARP7;SRSF7;QKI;SRPK1
941,CM,GO_Biological_Process_2023_Positive Regulation Of Granulocyte Chemotaxis (GO:0071624),CD74;CXCL8;MDK;MOSPD2;RAC1
942,CM,GO_Biological_Process_2023_Regulation Of Lipid Storage (GO:0010883),NFKBIA;ZC3H12A;ITGAV;NFKB1;PTPN2
943,CM,GO_Biological_Process_2023_DNA Strand Resection Involved In Replication Fork Processing (GO:0110025),RBBP8;NBN;SAMHD1
944,CM,GO_Biological_Process_2023_Autophagosome Membrane Docking (GO:0016240),VAMP8;VMP1;STX17
945,CM,GO_Biological_Process_2023_Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070431),RIPK2;OTULIN;RELA
946,CM,GO_Biological_Process_2023_Toll-Like Receptor 3 Signaling Pathway (GO:0034138),OAS1;TNIP2;UNC93B1
947,CM,GO_Biological_Process_2023_Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),TNIP1;STAT1;ZC3H12A;DAB2IP;TNFAIP3;RIPK1;TANK
948,CM,GO_Biological_Process_2023_Cellular Response To Arsenic-Containing Substance (GO:0071243),VCP;GSTO1;DHX36;ZC3H12A
949,CM,GO_Biological_Process_2023_Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894),OAS1;UNC93B1;TNIP2;PIK3AP1
950,CM,GO_Biological_Process_2023_Interleukin-6-Mediated Signaling Pathway (GO:0070102),STAT3;IL6ST;JAK2;JAK1
951,CM,GO_Biological_Process_2023_Regulation Of ERBB Signaling Pathway (GO:1901184),CEACAM1;RHBDF2;IFI6;LGMN
952,CM,GO_Biological_Process_2023_Suppression Of Viral Release By Host (GO:0044790),TRIM5;TRIM26;TRIM21;PML
953,CM,GO_Biological_Process_2023_Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),CSF1;RRAS;CIB1;RAC1;UTRN;CX3CL1;LIMS1
954,CM,GO_Biological_Process_2023_Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),LGALS3;PRELID1;TMBIM1;AKR1B1;ITGAV;RIPK1;CFLAR;CX3CL1;RELA;GRINA
955,CM,GO_Biological_Process_2023_Dendritic Cell Differentiation (GO:0097028),LYN;BATF2;BATF3;UBD;IRF8
956,CM,GO_Biological_Process_2023_Membrane Protein Ectodomain Proteolysis (GO:0006509),PSENEN;HM13;ERAP1;SPPL2A;MYH9
957,CM,GO_Biological_Process_2023_Regulation Of Mononuclear Cell Migration (GO:0071675),LYN;LGALS3;CSF1;MDK;CCL5
958,CM,GO_Biological_Process_2023_Regulation Of Tumor Necrosis Factor Production (GO:0032680),STAT3;TNFAIP3;CX3CL1;HLA-E;IFIH1;ZFP36;OAS1;OAS2;OAS3;ZC3H12A;RIPK1;CD47;JAK2
959,CM,GO_Biological_Process_2023_Cellular Response To Peptide (GO:1901653),RIPK2;CACNA2D1;CASP4;ICAM1;CHMP5;ZFP36L1;SNX6;LGMN
960,CM,GO_Biological_Process_2023_Pattern Recognition Receptor Signaling Pathway (GO:0002221),IFIH1;TBK1;TRAF3;DHX58;TIFA;TRIM25;ALPK1;CTSS
961,CM,GO_Biological_Process_2023_Positive Regulation Of Cellular Metabolic Process (GO:0031325),CDKN1A;PRELID1;CXCL8;IL10RB;CCL5;ZC3H12A;RIPK1;B2M
962,CM,GO_Biological_Process_2023_Lymphocyte Chemotaxis (GO:0048247),CXCL10;CXCL11;CCL20;CCL5;CCL2;CX3CL1;CXCL16
963,CM,GO_Biological_Process_2023_Regulation Of Cell Adhesion (GO:0030155),LYN;CXCL8;TPM1;C2CD4A;C2CD4B;MIA3;RND1;MDK;CCL5;ITGAV;STX4;PLXNC1;RSU1;TGM2
964,CM,GO_Biological_Process_2023_Regulation Of Interleukin-1 Beta Production (GO:0032651),GSDMD;GBP5;EGR1;SERPINB1;RIPK2;ZC3H12A;STAT3;TNFAIP3;JAK2;CX3CL1
965,CM,GO_Biological_Process_2023_Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059),MVP;ITGA1;DAB2IP;PTPN2;SNX6
966,CM,GO_Biological_Process_2023_Positive Regulation Of Neutrophil Migration (GO:1902624),CD74;CXCL8;MDK;MOSPD2;RAC1
967,CM,"GO_Biological_Process_2023_Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",ZFP36;CSDE1;DHX36;HNRNPU;ZFP36L1
968,CM,GO_Biological_Process_2023_Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),LYN;NINJ1;DAB2IP;TNFAIP3;IFI35
969,CM,GO_Biological_Process_2023_Positive Regulation Of Cytoplasmic Translation (GO:2000767),PKM;CSDE1;DHX36;HNRNPU
970,CM,GO_Biological_Process_2023_Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522),CREB3;HIF1A;RELA;NFE2L2
971,CM,GO_Biological_Process_2023_Regulation Of Macrophage Differentiation (GO:0045649),CSF1;RIPK1;INHBA;PTPN2
972,CM,GO_Biological_Process_2023_Integrin-Mediated Signaling Pathway (GO:0007229),CEACAM1;ITGA3;ITGA1;ZYX;ILK;MYH9;ITGAV;ISG15;CD47;PLPP3
973,CM,GO_Biological_Process_2023_Regulation Of Phagocytosis (GO:0050764),IL15RA;PLSCR1;IL15;SPHK1;RAB27A;ITGAV;CD47;TGM2
974,CM,GO_Biological_Process_2023_Positive Regulation Of Phosphorylation (GO:0042327),LYN;DDR1;CD74;NTRK2;CD40;CDKN1A;HSP90AA1;LIMK2;AKR1B1;ILK;CIB1;CLIP3;SDCBP;PAK1;CCL5;FAS;RIPK1;RAC1;NBN
975,CM,GO_Biological_Process_2023_T-helper 17 Cell Lineage Commitment (GO:0072540),SOCS3;STAT3;JAK1
976,CM,GO_Biological_Process_2023_Cellular Response To Interleukin-2 (GO:0071352),STAT5A;STAT3;JAK1
977,CM,GO_Biological_Process_2023_Interleukin-2-Mediated Signaling Pathway (GO:0038110),STAT5A;STAT3;JAK1
978,CM,GO_Biological_Process_2023_Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917),HEBP2;PRELID1;PMAIP1
979,CM,GO_Biological_Process_2023_Regulation Of Alpha-Beta T Cell Proliferation (GO:0046640),IRF1;EBI3;TNFRSF14
980,CM,GO_Biological_Process_2023_Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903205),RIPK1;TXN;NFE2L2
981,CM,GO_Biological_Process_2023_Regulation Of Lymphocyte Apoptotic Process (GO:0070228),LYN;CD274;LGALS3
982,CM,GO_Biological_Process_2023_Exocytosis (GO:0006887),RAB10;RAB11FIP1;STX17;CCL5;TNFAIP2;MYH9;RAB27A;MIA3;STX4;STX11
983,CM,GO_Biological_Process_2023_Regulation Of mRNA Catabolic Process (GO:0061013),MOV10;ZFP36;CARHSP1;RBM8A;DHX36;ZC3H12A;ZFP36L1
984,CM,GO_Biological_Process_2023_Regulation Of Type II Interferon Production (GO:0032649),CD274;BTN3A1;ZC3H12A;EBI3;ISG15;BTN3A2;HLA-A;CD47;INHBA;JAK2
985,CM,GO_Biological_Process_2023_Protein Processing (GO:0016485),PSENEN;FAM111A;CTSL;C1R;PTCH1;HM13;C1RL;CASP4;ECE1;CPXM1;CTSS;LGMN
986,CM,GO_Biological_Process_2023_Mononuclear Cell Differentiation (GO:1903131),LYN;BATF3;IRF8;MYH9;RELB
987,CM,GO_Biological_Process_2023_Regulation Of mRNA Processing (GO:0050684),HNRNPK;RBM8A;LARP7;QKI;ZFP36L1;SRPK1
988,CM,GO_Biological_Process_2023_Cellular Response To Corticosteroid Stimulus (GO:0071384),ZFP36;HNRNPU;SSTR2;ZFP36L1
989,CM,GO_Biological_Process_2023_Cellular Response To Zinc Ion (GO:0071294),MT2A;MT1F;MT1X;MT1E
990,CM,GO_Biological_Process_2023_Regulation Of Monocyte Differentiation (GO:0045655),CD74;CSF1;IRF7;ZFP36L1
991,CM,GO_Biological_Process_2023_Negative Regulation Of Neuron Apoptotic Process (GO:0043524),NTRK2;MDK;CCL2;IL6ST;SOD2;HIF1A;CX3CL1;SNX6;LGMN
992,CM,GO_Biological_Process_2023_Regulation Of Neutrophil Chemotaxis (GO:0090022),CD74;CXCL8;MDK;MOSPD2;RAC1
993,CM,GO_Biological_Process_2023_Regulation Of Platelet Aggregation (GO:0090330),LYN;CEACAM1;F11R;JAK2;IL6ST
994,CM,GO_Biological_Process_2023_Response To Zinc Ion (GO:0010043),MT2A;SLC30A2;MT1F;MT1X;MT1E
995,CM,GO_Biological_Process_2023_Positive Regulation Of miRNA Metabolic Process (GO:2000630),EGR1;JUN;ZC3H12A;STAT3;HIF1A;RELA;NFKB1
996,CM,GO_Biological_Process_2023_Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),CDKN1A;IGFBP3;TPM1;TNFAIP3;SOD2;TRIB1
997,CM,GO_Biological_Process_2023_T-helper 17 Cell Differentiation (GO:0072539),SOCS3;STAT3;JAK1
998,CM,GO_Biological_Process_2023_Negative Regulation Of Membrane Potential (GO:0045837),HEBP2;PRELID1;PMAIP1
999,CM,GO_Biological_Process_2023_Regulation Of Endothelial Cell Differentiation (GO:0045601),CEACAM1;BTG1;ZEB1
1000,CM,GO_Biological_Process_2023_Regulation Of miRNA Metabolic Process (GO:2000628),DDX5;NFKB1;RELA
1001,CM,GO_Biological_Process_2023_Tyrosine Phosphorylation Of STAT Protein (GO:0007260),IL15;JAK2;JAK1
1002,CM,GO_Biological_Process_2023_Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),OAS1;RIPK2;TNIP2;PIK3AP1
1003,CM,GO_Biological_Process_2023_Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:0097192),BCL2A1;FAS;ITGAV;MCL1
1004,CM,GO_Biological_Process_2023_Positive Regulation Of Lymphocyte Migration (GO:2000403),CXCL10;CCL20;CCL5;TNFRSF14
1005,CM,GO_Biological_Process_2023_Protein Localization To Endoplasmic Reticulum (GO:0070972),PPP1R15A;HSPA5;BCAP29;MIA3
1006,CM,GO_Biological_Process_2023_Acute Inflammatory Response (GO:0002526),CEBPB;PLSCR1;C2CD4A;C2CD4B;APOL2
1007,CM,GO_Biological_Process_2023_Regulation Of Epithelial Cell Migration (GO:0010632),MACF1;CEACAM1;GLIPR2;DAB2IP;PFN1;GLUL;HIF1A
1008,CM,GO_Biological_Process_2023_Regulation Of Cell Cycle (GO:0051726),PPP1R15A;JUN;CDKN1A;GADD45B;CDKN2A;MX2;STAT3;DAB2IP;HNRNPU;INO80;ACTB;UHMK1;RHOB;CYLD;SDCBP;IRF1;TP53BP2;NBN;PIM2;JUNB;TRIM21;BIRC3
1009,CM,GO_Biological_Process_2023_Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036),CAST;MDK;TNIP2;TNFAIP3;ICAM1;NFE2L2
1010,CM,GO_Biological_Process_2023_Regulation Of Secretion By Cell (GO:1903530),RAB3B;VAMP8;RALA;RHBDF2;RAB13;ARFIP1;STX4;RAB8B
1011,CM,GO_Biological_Process_2023_Positive Regulation Of Cellular Component Biogenesis (GO:0044089),CHGA;LGALS3;SDCBP;VCP;SDC4;SYNPO2;DAB2IP;PFN1;FNIP2;CX3CL1
1012,CM,GO_Biological_Process_2023_Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),PAK1;SYNPO2;TPM1;RAC1;CD47;PFN1;CX3CL1
1013,CM,GO_Biological_Process_2023_Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),HLA-B;HLA-C;HLA-DRA;HLA-A;HLA-F;NECTIN2;HLA-E
1014,CM,GO_Biological_Process_2023_Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),SDCBP;RNF144B;NUB1;VCP;DESI1;RNF19A;RNF19B;COMMD1;TRIB1;N4BP1;RBX1
1015,CM,GO_Biological_Process_2023_Regulation Of Peptidase Activity (GO:0052547),CSTB;PSMA3;CTSL;CTSS;PSMB8
1016,CM,GO_Biological_Process_2023_Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),UBB;TNIP1;RIPK2;SPHK1;ZC3H12A;MYCBP2;COMMD1;TANK;BIRC3
1017,CM,GO_Biological_Process_2023_Vesicle Fusion (GO:0006906),VAMP8;STX12;UVRAG;SAMD9;STX17;RAB13;STX4;RAB8B;CHMP5
1018,CM,GO_Biological_Process_2023_Carbohydrate Derivative Catabolic Process (GO:1901136),FBXO6;BPGM;NCCRP1;SAMHD1
1019,CM,GO_Biological_Process_2023_Cellular Response To Glucocorticoid Stimulus (GO:0071385),ZFP36;HNRNPU;SSTR2;ZFP36L1
1020,CM,GO_Biological_Process_2023_Central Nervous System Neuron Development (GO:0021954),NTRK2;HSP90AA1;B4GALT6;B4GALT5
1021,CM,GO_Biological_Process_2023_Neuron Maturation (GO:0042551),B4GALT6;CX3CL1;RND1;B4GALT5
1022,CM,GO_Biological_Process_2023_Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641),EBI3;HLA-A;JAK2;HLA-E
1023,CM,GO_Biological_Process_2023_Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),CEBPB;HSPA5;HIF1A;NFE2L2
1024,CM,GO_Biological_Process_2023_Positive Regulation Of Cell Differentiation (GO:0045597),CEBPB;BTG1;CSF1;IGFBP3;AKR1B1;TENT5A;ACTB;NFKB1;ZFP36L1;SDCBP;CEACAM1;ZFP36;ZEB1;RRAS;GLIPR2;MDK;NOCT;ZC3H12A;DHX36;IL6ST;BCL9L
1025,CM,GO_Biological_Process_2023_Regulation Of Mitochondrial Membrane Potential (GO:0051881),SPART;HEBP2;VCP;PRELID1;UBB;PMAIP1
1026,CM,GO_Biological_Process_2023_Regulation Of Gene Expression (GO:0010468),BTG1;CXCL8;CSF1;PDCD5;ZBTB20;AKR1B1;LITAF;BACH1;ACTG1;LAMP3;GPBP1;ZC3H12A;NFKBIZ;TRIM22;KDM6B;BTN3A1;SFMBT2;RFX3;BTN3A3;BAZ1A;BTN3A2;PARP9;ATP1B1;TAPBP;PTBP3;PLSCR1;TRAF3;IRF2;CEBPB;CRABP2;CREM;HIF1A;RELA;MLLT6;ZFP36L1;PDCD10;NOCT;DHX36;MIER1;RIPK1;LYN;NTRK2;EGR1;CD74;BTN2A2;DENND4A;TIPARP;STAT3;SMARCA5;RAB27A;TDRD7;INHBA;PARP14;NFKB1;PML;NFKB2;BCL6;HNRNPF;REL;LGMN;LIMS1;NFE2L2
1027,CM,GO_Biological_Process_2023_Regulation Of Protein Localization To Nucleus (GO:1900180),DTX3L;LIMK2;CTNNA1;PARP9;GLUL;YWHAZ;JAK1
1028,CM,GO_Biological_Process_2023_Negative Regulation Of Immune Response (GO:0050777),LYN;LGALS3;DHX58;RHBDF2;TNFAIP3;TRAFD1;TRIM21;YWHAZ
1029,CM,GO_Biological_Process_2023_Negative Regulation Of Signal Transduction (GO:0009968),LYN;OTUD4;VCP;CXCL8;YWHAB;IGFBP3;PTCH1;DAB2IP;TNFAIP3;CX3CL1;FSTL3;SOCS1;TCIM;CCL5;TMBIM1;CD47;TRIB1;PTPN2;LGMN;GRINA
1030,CM,GO_Biological_Process_2023_Pyroptosis (GO:0070269),GSDMD;IFI27;CASP3;CASP4;TRIM21
1031,CM,GO_Biological_Process_2023_Actin Filament Organization (GO:0007015),MARCKSL1;ACTN1;TPM1;SERPINB8;CD2AP;CNN3;RND1;MARCKS;MYO5B;DPYSL3;XIRP1;TAGLN2;RAC1
1032,CM,GO_Biological_Process_2023_B Cell Homeostasis (GO:0001782),DOCK10;LYN;TNFAIP3
1033,CM,GO_Biological_Process_2023_Myeloid Dendritic Cell Differentiation (GO:0043011),BATF2;BATF3;UBD
1034,CM,GO_Biological_Process_2023_Negative Regulation Of Lipid Localization (GO:1905953),NFKBIA;ITGAV;PTPN2
1035,CM,GO_Biological_Process_2023_Negative Regulation Of Necroptotic Process (GO:0060546),PELI1;RIPK1;BIRC3
1036,CM,GO_Biological_Process_2023_Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144),LYN;DAB2IP;TNFAIP3
1037,CM,GO_Biological_Process_2023_Positive Regulation Of Monocyte Differentiation (GO:0045657),CD74;CSF1;ZFP36L1
1038,CM,"GO_Biological_Process_2023_Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)",IRF1;HLA-A;HLA-E
1039,CM,GO_Biological_Process_2023_Regulation Of PERK-mediated Unfolded Protein Response (GO:1903897),PPP1R15A;PPP1R15B;HSPA5
1040,CM,GO_Biological_Process_2023_Regulation Of Mast Cell Activation (GO:0033003),LYN;PLSCR1;NECTIN2
1041,CM,GO_Biological_Process_2023_Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),DESI1;UBB;LAMP3;PSME1;DAB2IP;PSME2;COMMD1
1042,CM,GO_Biological_Process_2023_Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),CXCL8;CSF1;PDCD5;AKR1B1;ECE1;HIF1A;RELA;ACTG1;PDCD10;LAMP3;ZC3H12A;DHX36;RAB29;RIPK1;EGR1;CD74;NTRK2;DTX3L;STAT3;RAB27A;INHBA;NFKBIA;PLSCR1;LIMS1;NFE2L2
1043,CM,GO_Biological_Process_2023_Maintenance Of Protein Location In Nucleus (GO:0051457),SP100;HNRNPU;RANGAP1;PML
1044,CM,GO_Biological_Process_2023_Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860),LGALS3;CEACAM1;GBP1;PTPN2
1045,CM,GO_Biological_Process_2023_Negative Regulation Of Viral Entry Into Host Cell (GO:0046597),IFITM3;TRIM5;TRIM26;LY6E
1046,CM,GO_Biological_Process_2023_Positive Regulation Of Macrophage Migration (GO:1905523),CSF1;MDK;CCL5;CX3CL1
1047,CM,GO_Biological_Process_2023_Regulation Of Adaptive Immune Response (GO:0002819),AKIRIN2;IRF1;IRF7;IL6ST
1048,CM,GO_Biological_Process_2023_Regulation Of Protein Ubiquitination (GO:0031396),DNAJA1;HSP90AA1;UBB;RIPK2;SPHK1;MYCBP2;TNFAIP3;ISG15;COMMD1;N4BP1;BIRC3
